[2025-04-10 19:51:29] Cliente0-Loja1 - Comprou veículo ID: 1 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 0 | Funcionário: 0 | Loja: Loja1 | Posição na esteira da loja: 0
[2025-04-10 19:52:05] Cliente13-Loja1 - Comprou veículo ID: 34 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 2 | Funcionário: 3 | Loja: Loja1 | Posição na esteira da loja: 33
[2025-04-10 19:52:05] Cliente14-Loja1 - Comprou veículo ID: 35 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 2 | Funcionário: 1 | Loja: Loja1 | Posição na esteira da loja: 34
[2025-04-10 19:52:06] Cliente17-Loja1 - Comprou veículo ID: 36 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 0 | Funcionário: 0 | Loja: Loja1 | Posição na esteira da loja: 35
[2025-04-10 19:52:09] Cliente15-Loja1 - Comprou veículo ID: 37 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 3 | Funcionário: 3 | Loja: Loja1 | Posição na esteira da loja: 36
[2025-04-10 19:52:10] Cliente16-Loja1 - Comprou veículo ID: 38 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 0 | Funcionário: 2 | Loja: Loja1 | Posição na esteira da loja: 37
[2025-04-10 19:52:11] Cliente18-Loja1 - Comprou veículo ID: 39 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 2 | Funcionário: 3 | Loja: Loja1 | Posição na esteira da loja: 38
[2025-04-10 19:52:14] Cliente19-Loja1 - Comprou veículo ID: 40 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 3 | Funcionário: 0 | Loja: Loja1 | Posição na esteira da loja: 39
[2025-04-10 19:54:38] Cliente0-Loja3 - Comprou veículo ID: 4 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 2 | Funcionário: 0 | Loja3 | Posição na esteira da loja: 0
[2025-04-10 19:54:39] Cliente2-Loja3 - Comprou veículo ID: 5 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 0 | Funcionário: 0 | Loja3 | Posição na esteira da loja: 1
[2025-04-10 19:54:40] Cliente0-Loja1 - Comprou veículo ID: 7 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 2 | Funcionário: 3 | Loja1 | Posição na esteira da loja: 0
[2025-04-10 19:54:45] Cliente1-Loja3 - Comprou veículo ID: 8 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 0 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 2
[2025-04-10 19:54:46] Cliente1-Loja1 - Comprou veículo ID: 9 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 1 | Funcionário: 2 | Loja1 | Posição na esteira da loja: 1
[2025-04-10 19:54:46] Cliente3-Loja3 - Comprou veículo ID: 10 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 1 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 3
[2025-04-10 19:54:46] Cliente5-Loja3 - Comprou veículo ID: 11 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 2 | Funcionário: 0 | Loja3 | Posição na esteira da loja: 4
[2025-04-10 19:54:51] Cliente2-Loja1 - Comprou veículo ID: 12 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 0 | Funcionário: 0 | Loja1 | Posição na esteira da loja: 2
[2025-04-10 19:54:53] Cliente4-Loja1 - Comprou veículo ID: 13 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 3 | Funcionário: 2 | Loja1 | Posição na esteira da loja: 3
[2025-04-10 19:54:54] Cliente3-Loja1 - Comprou veículo ID: 14 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 1 | Funcionário: 2 | Loja1 | Posição na esteira da loja: 4
[2025-04-10 19:54:54] Cliente5-Loja1 - Comprou veículo ID: 15 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 2 | Funcionário: 3 | Loja1 | Posição na esteira da loja: 5
[2025-04-10 19:54:58] Cliente6-Loja3 - Comprou veículo ID: 16 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 0 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 5
[2025-04-10 19:54:58] Cliente0-Loja2 - Comprou veículo ID: 17 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 1 | Funcionário: 4 | Loja2 | Posição na esteira da loja: 0
[2025-04-10 19:55:00] Cliente4-Loja3 - Comprou veículo ID: 18 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 3 | Funcionário: 2 | Loja3 | Posição na esteira da loja: 6
[2025-04-10 19:55:13] Cliente6-Loja1 - Comprou veículo ID: 19 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 1 | Funcionário: 3 | Loja1 | Posição na esteira da loja: 6
[2025-04-10 19:55:13] Cliente8-Loja3 - Comprou veículo ID: 20 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 3 | Funcionário: 2 | Loja3 | Posição na esteira da loja: 7
[2025-04-10 19:55:21] Cliente7-Loja3 - Comprou veículo ID: 21 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 1 | Funcionário: 2 | Loja3 | Posição na esteira da loja: 8
[2025-04-10 19:55:27] Cliente9-Loja3 - Comprou veículo ID: 22 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 3 | Funcionário: 1 | Loja3 | Posição na esteira da loja: 9
[2025-04-10 19:55:32] Cliente1-Loja2 - Comprou veículo ID: 23 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 3 | Funcionário: 1 | Loja2 | Posição na esteira da loja: 1
[2025-04-10 19:55:42] Cliente2-Loja2 - Comprou veículo ID: 24 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 3 | Funcionário: 1 | Loja2 | Posição na esteira da loja: 2
[2025-04-10 19:55:47] Cliente7-Loja1 - Comprou veículo ID: 25 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 3 | Funcionário: 1 | Loja1 | Posição na esteira da loja: 7
[2025-04-10 19:56:01] Cliente10-Loja3 - Comprou veículo ID: 26 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 3 | Funcionário: 0 | Loja3 | Posição na esteira da loja: 10
[2025-04-10 19:56:15] Cliente11-Loja3 - Comprou veículo ID: 27 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 3 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 11
[2025-04-10 19:56:24] Cliente12-Loja3 - Comprou veículo ID: 28 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 3 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 12
[2025-04-10 19:56:33] Cliente13-Loja3 - Comprou veículo ID: 29 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 3 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 13
[2025-04-10 19:56:45] Cliente9-Loja1 - Comprou veículo ID: 30 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 3 | Funcionário: 4 | Loja1 | Posição na esteira da loja: 8
[2025-04-10 19:56:59] Cliente3-Loja2 - Comprou veículo ID: 31 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 3 | Funcionário: 4 | Loja2 | Posição na esteira da loja: 3
[2025-04-10 19:57:07] Cliente14-Loja3 - Comprou veículo ID: 32 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 3 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 14
[2025-04-10 19:57:16] Cliente11-Loja1 - Comprou veículo ID: 33 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 3 | Funcionário: 4 | Loja1 | Posição na esteira da loja: 9
[2025-04-10 19:57:30] Cliente4-Loja2 - Comprou veículo ID: 34 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 3 | Funcionário: 4 | Loja2 | Posição na esteira da loja: 4
[2025-04-10 19:57:43] Cliente10-Loja1 - Comprou veículo ID: 35 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 3 | Funcionário: 4 | Loja1 | Posição na esteira da loja: 10
[2025-04-10 19:57:48] Cliente5-Loja2 - Comprou veículo ID: 36 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 3 | Funcionário: 4 | Loja2 | Posição na esteira da loja: 5
[2025-04-10 19:57:55] Cliente6-Loja2 - Comprou veículo ID: 37 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 3 | Funcionário: 4 | Loja2 | Posição na esteira da loja: 6
[2025-04-10 19:58:08] Cliente15-Loja3 - Comprou veículo ID: 38 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 3 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 15
[2025-04-10 19:58:20] Cliente16-Loja3 - Comprou veículo ID: 39 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 3 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 16
[2025-04-10 19:58:28] Cliente8-Loja1 - Comprou veículo ID: 40 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 3 | Funcionário: 4 | Loja1 | Posição na esteira da loja: 11
[2025-04-10 19:58:34] Cliente17-Loja3 - Comprou veículo ID: 41 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 3 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 17
[2025-04-10 19:58:45] Cliente18-Loja3 - Comprou veículo ID: 42 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 3 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 18
[2025-04-10 19:58:52] Cliente19-Loja3 - Comprou veículo ID: 43 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 3 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 19
[2025-04-10 20:28:14] Cliente0-Loja1 - Comprou veículo ID: 3 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 0 | Funcionário: 1 | Loja1 | Posição na esteira da loja: 0
[2025-04-10 20:28:14] Cliente1-Loja1 - Comprou veículo ID: 2 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 1 | Funcionário: 2 | Loja1 | Posição na esteira da loja: 1
[2025-04-10 20:28:14] Cliente2-Loja1 - Comprou veículo ID: 1 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 2 | Funcionário: 0 | Loja1 | Posição na esteira da loja: 2
[2025-04-10 20:28:14] Cliente3-Loja1 - Comprou veículo ID: 5 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 3 | Funcionário: 3 | Loja1 | Posição na esteira da loja: 3
[2025-04-10 20:28:14] Cliente4-Loja1 - Comprou veículo ID: 4 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 0 | Funcionário: 4 | Loja1 | Posição na esteira da loja: 4
[2025-04-10 20:28:14] Cliente5-Loja1 - Comprou veículo ID: 9 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 1 | Funcionário: 2 | Loja1 | Posição na esteira da loja: 5
[2025-04-10 20:28:14] Cliente6-Loja1 - Comprou veículo ID: 6 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 2 | Funcionário: 3 | Loja1 | Posição na esteira da loja: 6
[2025-04-10 20:28:14] Cliente7-Loja1 - Comprou veículo ID: 7 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 3 | Funcionário: 1 | Loja1 | Posição na esteira da loja: 7
[2025-04-10 20:28:15] Cliente8-Loja1 - Comprou veículo ID: 8 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 0 | Funcionário: 4 | Loja1 | Posição na esteira da loja: 8
[2025-04-10 20:28:17] Cliente9-Loja1 - Comprou veículo ID: 10 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 3 | Funcionário: 3 | Loja1 | Posição na esteira da loja: 9
[2025-04-10 20:28:18] Cliente10-Loja1 - Comprou veículo ID: 11 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 0 | Funcionário: 1 | Loja1 | Posição na esteira da loja: 10
[2025-04-10 20:28:19] Cliente11-Loja1 - Comprou veículo ID: 12 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 2 | Funcionário: 3 | Loja1 | Posição na esteira da loja: 11
[2025-04-10 20:28:22] Cliente12-Loja1 - Comprou veículo ID: 13 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 3 | Funcionário: 1 | Loja1 | Posição na esteira da loja: 12
[2025-04-10 20:28:24] Cliente13-Loja1 - Comprou veículo ID: 14 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 1 | Funcionário: 2 | Loja1 | Posição na esteira da loja: 13
[2025-04-10 20:28:27] Cliente14-Loja1 - Comprou veículo ID: 15 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 0 | Funcionário: 4 | Loja1 | Posição na esteira da loja: 14
[2025-04-10 20:28:27] Cliente15-Loja1 - Comprou veículo ID: 16 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 3 | Funcionário: 3 | Loja1 | Posição na esteira da loja: 15
[2025-04-10 20:28:27] Cliente0-Loja2 - Comprou veículo ID: 17 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 2 | Funcionário: 3 | Loja2 | Posição na esteira da loja: 0
[2025-04-10 20:28:33] Cliente0-Loja3 - Comprou veículo ID: 18 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 3 | Funcionário: 1 | Loja3 | Posição na esteira da loja: 0
[2025-04-10 20:28:34] Cliente1-Loja2 - Comprou veículo ID: 19 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 2 | Funcionário: 3 | Loja2 | Posição na esteira da loja: 1
[2025-04-10 20:28:35] Cliente1-Loja3 - Comprou veículo ID: 20 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 1 | Funcionário: 2 | Loja3 | Posição na esteira da loja: 1
[2025-04-10 20:28:37] Cliente3-Loja3 - Comprou veículo ID: 21 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 3 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 2
[2025-04-10 20:28:39] Cliente2-Loja3 - Comprou veículo ID: 22 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 3 | Funcionário: 1 | Loja3 | Posição na esteira da loja: 3
[2025-04-10 20:28:40] Cliente4-Loja3 - Comprou veículo ID: 23 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 0 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 4
[2025-04-10 20:28:43] Cliente5-Loja3 - Comprou veículo ID: 24 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 2 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 5
[2025-04-10 20:28:44] Cliente16-Loja1 - Comprou veículo ID: 25 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 1 | Funcionário: 1 | Loja1 | Posição na esteira da loja: 16
[2025-04-10 20:28:45] Cliente3-Loja2 - Comprou veículo ID: 26 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 1 | Funcionário: 3 | Loja2 | Posição na esteira da loja: 2
[2025-04-10 20:28:46] Cliente2-Loja2 - Comprou veículo ID: 27 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 3 | Funcionário: 3 | Loja2 | Posição na esteira da loja: 3
[2025-04-10 20:28:48] Cliente7-Loja3 - Comprou veículo ID: 28 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 0 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 6
[2025-04-10 20:28:50] Cliente6-Loja3 - Comprou veículo ID: 29 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 2 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 7
[2025-04-10 20:28:53] Cliente8-Loja3 - Comprou veículo ID: 30 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 3 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 8
[2025-04-10 20:28:53] Cliente17-Loja1 - Comprou veículo ID: 31 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 3 | Funcionário: 1 | Loja1 | Posição na esteira da loja: 17
[2025-04-10 20:28:56] Cliente11-Loja3 - Comprou veículo ID: 32 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 1 | Funcionário: 0 | Loja3 | Posição na esteira da loja: 9
[2025-04-10 20:28:58] Cliente12-Loja3 - Comprou veículo ID: 34 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 1 | Funcionário: 2 | Loja3 | Posição na esteira da loja: 10
[2025-04-10 20:28:58] Cliente9-Loja3 - Comprou veículo ID: 33 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 3 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 11
[2025-04-10 20:29:01] Cliente10-Loja3 - Comprou veículo ID: 35 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 0 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 12
[2025-04-10 20:29:02] Cliente13-Loja3 - Comprou veículo ID: 36 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 2 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 13
[2025-04-10 20:29:02] Cliente14-Loja3 - Comprou veículo ID: 37 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 3 | Funcionário: 1 | Loja3 | Posição na esteira da loja: 14
[2025-04-10 20:29:04] Cliente16-Loja3 - Comprou veículo ID: 38 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 1 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 15
[2025-04-10 20:29:05] Cliente15-Loja3 - Comprou veículo ID: 39 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 3 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 16
[2025-04-10 20:29:07] Cliente17-Loja3 - Comprou veículo ID: 40 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 0 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 17
[2025-04-10 20:29:08] Cliente4-Loja2 - Comprou veículo ID: 41 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 2 | Funcionário: 3 | Loja2 | Posição na esteira da loja: 4
[2025-04-10 20:29:11] Cliente5-Loja2 - Comprou veículo ID: 42 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 0 | Funcionário: 2 | Loja2 | Posição na esteira da loja: 5
[2025-04-10 20:29:11] Cliente18-Loja3 - Comprou veículo ID: 43 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 1 | Funcionário: 2 | Loja3 | Posição na esteira da loja: 18
[2025-04-10 20:29:13] Cliente19-Loja3 - Comprou veículo ID: 44 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 3 | Funcionário: 1 | Loja3 | Posição na esteira da loja: 19
[2025-04-10 20:29:14] Cliente0-Loja3 - Comprou veículo ID: 45 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 0 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 20
[2025-04-10 20:29:14] Cliente6-Loja2 - Comprou veículo ID: 46 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 3 | Funcionário: 3 | Loja2 | Posição na esteira da loja: 6
[2025-04-10 20:29:16] Cliente1-Loja3 - Comprou veículo ID: 47 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 0 | Funcionário: 1 | Loja3 | Posição na esteira da loja: 21
[2025-04-10 20:29:17] Cliente3-Loja3 - Comprou veículo ID: 48 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 2 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 22
[2025-04-10 20:29:20] Cliente2-Loja3 - Comprou veículo ID: 49 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 1 | Funcionário: 2 | Loja3 | Posição na esteira da loja: 23
[2025-04-10 20:29:23] Cliente4-Loja3 - Comprou veículo ID: 50 | Tipo: Sedan Tradicional | Cor: Verde | Estação: 3 | Funcionário: 1 | Loja3 | Posição na esteira da loja: 24
[2025-04-10 20:29:25] Cliente5-Loja3 - Comprou veículo ID: 51 | Tipo: Utilitário Esportivo | Cor: Azul | Estação: 0 | Funcionário: 4 | Loja3 | Posição na esteira da loja: 25
[2025-04-10 20:29:26] Cliente18-Loja1 - Comprou veículo ID: 52 | Tipo: Sedan Tradicional | Cor: Vermelho | Estação: 0 | Funcionário: 1 | Loja1 | Posição na esteira da loja: 18
[2025-04-10 20:29:26] Cliente19-Loja1 - Comprou veículo ID: 53 | Tipo: Utilitário Esportivo | Cor: Verde | Estação: 1 | Funcionário: 2 | Loja1 | Posição na esteira da loja: 19
[2025-04-10 20:29:29] Cliente7-Loja3 - Comprou veículo ID: 54 | Tipo: Sedan Tradicional | Cor: Azul | Estação: 3 | Funcionário: 3 | Loja3 | Posição na esteira da loja: 26
[2025-04-10 20:29:30] Cliente3-Loja1 - Comprou veículo ID: 55 | Tipo: Utilitário Esportivo | Cor: Vermelho | Estação: 2 | Funcionário: 3 | Loja1 | Posição na esteira da loja: 20
