[Loja Loja2] [2025-04-10T19:54:35.017966900] Veiculo ID: 1, Cor: RED, Tipo: SUV, Estacao: 1, Funcionario: 2, Posicao na esteira: 0
[Loja Loja2] [2025-04-10T20:36:25.620950700] Veiculo ID: 247, Cor: RED, Tipo: SUV, Estacao: 0, Funcionario: 2, Posicao na esteira: 28
[Loja Loja2] [2025-04-10T20:36:32.132101400] Veiculo ID: 251, Cor: GREEN, Tipo: SUV, Estacao: 0, Funcionario: 3, Posicao na esteira: 29
[Loja Loja2] [2025-04-10T20:36:39.143504] Veiculo ID: 253, Cor: RED, Tipo: SUV, Estacao: 0, Funcionario: 1, Posicao na esteira: 30
[Loja Loja2] [2025-04-10T20:36:44.647566200] Veiculo ID: 256, Cor: RED, Tipo: SEDAN, Estacao: 3, Funcionario: 3, Posicao na esteira: 31
[Loja Loja2] [2025-04-10T20:36:46.150572] Veiculo ID: 257, Cor: GREEN, Tipo: SUV, Estacao: 2, Funcionario: 3, Posicao na esteira: 32
[Loja Loja2] [2025-04-10T20:36:51.157695800] Veiculo ID: 261, Cor: BLUE, Tipo: SUV, Estacao: 2, Funcionario: 3, Posicao na esteira: 33
[Loja Loja2] [2025-04-10T20:37:01.669498200] Veiculo ID: 266, Cor: GREEN, Tipo: SEDAN, Estacao: 0, Funcionario: 3, Posicao na esteira: 34
[Loja Loja2] [2025-04-10T20:37:01.671503100] Veiculo ID: 265, Cor: RED, Tipo: SUV, Estacao: 2, Funcionario: 3, Posicao na esteira: 35
[Loja Loja2] [2025-04-10T20:37:11.187352200] Veiculo ID: 269, Cor: GREEN, Tipo: SUV, Estacao: 3, Funcionario: 3, Posicao na esteira: 36
[Loja Loja2] [2025-04-10T20:37:19.202737400] Veiculo ID: 273, Cor: BLUE, Tipo: SUV, Estacao: 0, Funcionario: 0, Posicao na esteira: 37
[Loja Loja2] [2025-04-10T20:37:20.705665] Veiculo ID: 274, Cor: RED, Tipo: SEDAN, Estacao: 1, Funcionario: 3, Posicao na esteira: 38
[Loja Loja2] [2025-04-10T20:37:25.712583700] Veiculo ID: 275, Cor: GREEN, Tipo: SUV, Estacao: 3, Funcionario: 2, Posicao na esteira: 39
[Loja Loja2] [2025-04-10T21:12:46.043473900] Veiculo ID: 14, Cor: GREEN, Tipo: SEDAN, Estacao: 1, Funcionario: 3, Posicao na esteira: 0
[Loja Loja2] [2025-04-10T21:12:50.491752] Veiculo ID: 18, Cor: BLUE, Tipo: SEDAN, Estacao: 3, Funcionario: 0, Posicao na esteira: 1
[Loja Loja2] [2025-04-10T21:12:57.004816800] Veiculo ID: 22, Cor: RED, Tipo: SEDAN, Estacao: 1, Funcionario: 3, Posicao na esteira: 2
[Loja Loja2] [2025-04-10T21:13:22.039099] Veiculo ID: 44, Cor: GREEN, Tipo: SEDAN, Estacao: 2, Funcionario: 2, Posicao na esteira: 3
[Loja Loja2] [2025-04-10T21:13:36.054435] Veiculo ID: 57, Cor: BLUE, Tipo: SUV, Estacao: 0, Funcionario: 0, Posicao na esteira: 4
[Loja Loja2] [2025-04-10T21:13:36.056622600] Veiculo ID: 56, Cor: GREEN, Tipo: SEDAN, Estacao: 2, Funcionario: 4, Posicao na esteira: 5
[Loja Loja2] [2025-04-10T21:13:43.568969900] Veiculo ID: 61, Cor: RED, Tipo: SUV, Estacao: 1, Funcionario: 1, Posicao na esteira: 6
[Loja Loja2] [2025-04-10T21:13:52.082901200] Veiculo ID: 67, Cor: RED, Tipo: SUV, Estacao: 1, Funcionario: 1, Posicao na esteira: 7
[Loja Loja2] [2025-04-10T21:14:01.100709300] Veiculo ID: 74, Cor: GREEN, Tipo: SEDAN, Estacao: 2, Funcionario: 3, Posicao na esteira: 8
[Loja Loja2] [2025-04-10T21:14:12.122859400] Veiculo ID: 81, Cor: BLUE, Tipo: SUV, Estacao: 3, Funcionario: 4, Posicao na esteira: 9
[Loja Loja2] [2025-04-10T21:14:29.645622500] Veiculo ID: 89, Cor: GREEN, Tipo: SUV, Estacao: 2, Funcionario: 3, Posicao na esteira: 10
[Loja Loja2] [2025-04-10T21:14:31.648979300] Veiculo ID: 91, Cor: RED, Tipo: SUV, Estacao: 3, Funcionario: 4, Posicao na esteira: 11
[Loja Loja2] [2025-04-10T21:14:38.158691] Veiculo ID: 93, Cor: BLUE, Tipo: SUV, Estacao: 0, Funcionario: 2, Posicao na esteira: 12
[Loja Loja2] [2025-04-10T21:14:44.198603200] Veiculo ID: 98, Cor: GREEN, Tipo: SEDAN, Estacao: 3, Funcionario: 3, Posicao na esteira: 13
[Loja Loja2] [2025-04-10T21:15:04.223234900] Veiculo ID: 107, Cor: GREEN, Tipo: SUV, Estacao: 3, Funcionario: 3, Posicao na esteira: 14
[Loja Loja2] [2025-04-10T21:15:12.748129500] Veiculo ID: 110, Cor: GREEN, Tipo: SEDAN, Estacao: 2, Funcionario: 4, Posicao na esteira: 15
[Loja Loja2] [2025-04-10T21:15:16.252436500] Veiculo ID: 113, Cor: GREEN, Tipo: SUV, Estacao: 0, Funcionario: 3, Posicao na esteira: 16
[Loja Loja2] [2025-04-10T21:15:19.758487] Veiculo ID: 114, Cor: BLUE, Tipo: SEDAN, Estacao: 2, Funcionario: 4, Posicao na esteira: 17
[Loja Loja2] [2025-04-10T21:15:23.765429100] Veiculo ID: 115, Cor: RED, Tipo: SUV, Estacao: 1, Funcionario: 4, Posicao na esteira: 18
[Loja Loja2] [2025-04-10T21:15:28.272822800] Veiculo ID: 117, Cor: BLUE, Tipo: SUV, Estacao: 3, Funcionario: 3, Posicao na esteira: 19
[Loja Loja2] [2025-04-10T21:15:42.292200300] Veiculo ID: 123, Cor: BLUE, Tipo: SUV, Estacao: 3, Funcionario: 3, Posicao na esteira: 20
[Loja Loja2] [2025-04-10T21:15:50.804958100] Veiculo ID: 127, Cor: RED, Tipo: SUV, Estacao: 0, Funcionario: 2, Posicao na esteira: 21
[Loja Loja2] [2025-04-10T21:16:00.819615100] Veiculo ID: 129, Cor: BLUE, Tipo: SUV, Estacao: 0, Funcionario: 2, Posicao na esteira: 22
[Loja Loja2] [2025-04-10T21:16:03.823993400] Veiculo ID: 132, Cor: BLUE, Tipo: SEDAN, Estacao: 2, Funcionario: 3, Posicao na esteira: 23
[Loja Loja2] [2025-04-10T21:16:12.335543600] Veiculo ID: 135, Cor: BLUE, Tipo: SUV, Estacao: 0, Funcionario: 3, Posicao na esteira: 24
[Loja Loja2] [2025-04-10T21:16:15.342562200] Veiculo ID: 137, Cor: GREEN, Tipo: SUV, Estacao: 0, Funcionario: 0, Posicao na esteira: 25
[Loja Loja2] [2025-04-10T21:16:26.360302] Veiculo ID: 141, Cor: BLUE, Tipo: SUV, Estacao: 0, Funcionario: 2, Posicao na esteira: 26
[Loja Loja2] [2025-04-10T21:16:33.868168900] Veiculo ID: 144, Cor: BLUE, Tipo: SEDAN, Estacao: 1, Funcionario: 3, Posicao na esteira: 27
[Loja Loja2] [2025-04-10T21:16:36.874300100] Veiculo ID: 146, Cor: GREEN, Tipo: SEDAN, Estacao: 0, Funcionario: 1, Posicao na esteira: 28
[Loja Loja2] [2025-04-10T21:16:40.880558700] Veiculo ID: 147, Cor: BLUE, Tipo: SUV, Estacao: 0, Funcionario: 3, Posicao na esteira: 29
[Loja Loja2] [2025-04-10T21:16:55.410190700] Veiculo ID: 155, Cor: GREEN, Tipo: SUV, Estacao: 1, Funcionario: 2, Posicao na esteira: 30
[Loja Loja2] [2025-04-10T21:17:00.916494600] Veiculo ID: 158, Cor: GREEN, Tipo: SEDAN, Estacao: 2, Funcionario: 3, Posicao na esteira: 31
[Loja Loja2] [2025-04-10T21:17:02.919985800] Veiculo ID: 159, Cor: BLUE, Tipo: SUV, Estacao: 0, Funcionario: 1, Posicao na esteira: 32
[Loja Loja2] [2025-04-10T21:17:07.928838100] Veiculo ID: 161, Cor: GREEN, Tipo: SUV, Estacao: 1, Funcionario: 2, Posicao na esteira: 33
[Loja Loja2] [2025-04-10T21:17:16.938124400] Veiculo ID: 166, Cor: RED, Tipo: SEDAN, Estacao: 3, Funcionario: 3, Posicao na esteira: 34
[Loja Loja2] [2025-04-10T21:17:25.450353600] Veiculo ID: 171, Cor: BLUE, Tipo: SUV, Estacao: 2, Funcionario: 3, Posicao na esteira: 35
[Loja Loja2] [2025-04-10T21:17:35.464138200] Veiculo ID: 176, Cor: GREEN, Tipo: SEDAN, Estacao: 0, Funcionario: 1, Posicao na esteira: 36
[Loja Loja2] [2025-04-10T21:17:39.971725600] Veiculo ID: 179, Cor: GREEN, Tipo: SUV, Estacao: 1, Funcionario: 3, Posicao na esteira: 37
[Loja Loja2] [2025-04-10T21:17:46.979508] Veiculo ID: 181, Cor: RED, Tipo: SUV, Estacao: 2, Funcionario: 2, Posicao na esteira: 38
[Loja Loja2] [2025-04-10T21:17:49.986854900] Veiculo ID: 183, Cor: BLUE, Tipo: SUV, Estacao: 1, Funcionario: 2, Posicao na esteira: 39
