[Loja Loja1] [2025-04-10T19:38:04.550161900] Veiculo ID: 1, Cor: RED, Tipo: SUV, Estacao: 0, Funcionario: 0, Posicao na esteira: 0
[Loja Loja1] [2025-04-10T19:51:29.304818500] Veiculo ID: 3, Cor: BLUE, Tipo: SUV, Estacao: 3, Funcionario: 3, Posicao na esteira: 3
[Loja Loja1] [2025-04-10T19:51:29.726186900] Veiculo ID: 4, Cor: RED, Tipo: SEDAN, Estacao: 0, Funcionario: 2, Posicao na esteira: 4
[Loja Loja1] [2025-04-10T19:51:29.729187200] Veiculo ID: 7, Cor: RED, Tipo: SUV, Estacao: 1, Funcionario: 1, Posicao na esteira: 5
[Loja Loja1] [2025-04-10T19:51:29.733196100] Veiculo ID: 8, Cor: GREEN, Tipo: SEDAN, Estacao: 2, Funcionario: 0, Posicao na esteira: 6
[Loja Loja1] [2025-04-10T19:51:30.234147200] Veiculo ID: 6, Cor: BLUE, Tipo: SEDAN, Estacao: 0, Funcionario: 0, Posicao na esteira: 7
[Loja Loja1] [2025-04-10T19:51:30.236147700] Veiculo ID: 9, Cor: BLUE, Tipo: SUV, Estacao: 3, Funcionario: 1, Posicao na esteira: 8
[Loja Loja1] [2025-04-10T19:51:31.240807600] Veiculo ID: 10, Cor: RED, Tipo: SEDAN, Estacao: 1, Funcionario: 4, Posicao na esteira: 9
[Loja Loja1] [2025-04-10T19:51:31.744086700] Veiculo ID: 11, Cor: GREEN, Tipo: SUV, Estacao: 0, Funcionario: 2, Posicao na esteira: 10
[Loja Loja1] [2025-04-10T19:51:35.252009] Veiculo ID: 12, Cor: BLUE, Tipo: SEDAN, Estacao: 2, Funcionario: 2, Posicao na esteira: 11
[Loja Loja1] [2025-04-10T19:51:35.755506] Veiculo ID: 13, Cor: RED, Tipo: SUV, Estacao: 3, Funcionario: 3, Posicao na esteira: 12
[Loja Loja1] [2025-04-10T19:51:38.261894600] Veiculo ID: 14, Cor: GREEN, Tipo: SEDAN, Estacao: 2, Funcionario: 0, Posicao na esteira: 13
[Loja Loja1] [2025-04-10T19:51:40.267202600] Veiculo ID: 15, Cor: BLUE, Tipo: SUV, Estacao: 0, Funcionario: 0, Posicao na esteira: 14
[Loja Loja1] [2025-04-10T19:51:42.273143400] Veiculo ID: 16, Cor: RED, Tipo: SEDAN, Estacao: 2, Funcionario: 2, Posicao na esteira: 15
[Loja Loja1] [2025-04-10T19:51:42.776878500] Veiculo ID: 17, Cor: GREEN, Tipo: SUV, Estacao: 1, Funcionario: 1, Posicao na esteira: 16
[Loja Loja1] [2025-04-10T19:51:42.778889200] Veiculo ID: 18, Cor: BLUE, Tipo: SEDAN, Estacao: 3, Funcionario: 1, Posicao na esteira: 17
[Loja Loja1] [2025-04-10T19:51:44.783591100] Veiculo ID: 19, Cor: RED, Tipo: SUV, Estacao: 1, Funcionario: 4, Posicao na esteira: 18
[Loja Loja1] [2025-04-10T19:51:45.787681900] Veiculo ID: 20, Cor: GREEN, Tipo: SEDAN, Estacao: 0, Funcionario: 2, Posicao na esteira: 19
[Loja Loja1] [2025-04-10T19:51:46.292153600] Veiculo ID: 21, Cor: BLUE, Tipo: SUV, Estacao: 3, Funcionario: 3, Posicao na esteira: 20
[Loja Loja1] [2025-04-10T19:51:46.795913900] Veiculo ID: 22, Cor: RED, Tipo: SEDAN, Estacao: 0, Funcionario: 0, Posicao na esteira: 21
[Loja Loja1] [2025-04-10T19:51:50.304322500] Veiculo ID: 23, Cor: GREEN, Tipo: SUV, Estacao: 1, Funcionario: 3, Posicao na esteira: 22
[Loja Loja1] [2025-04-10T19:51:51.808192200] Veiculo ID: 24, Cor: BLUE, Tipo: SEDAN, Estacao: 2, Funcionario: 4, Posicao na esteira: 23
[Loja Loja1] [2025-04-10T19:51:52.813697500] Veiculo ID: 25, Cor: RED, Tipo: SUV, Estacao: 0, Funcionario: 2, Posicao na esteira: 24
[Loja Loja1] [2025-04-10T19:51:55.820428600] Veiculo ID: 26, Cor: GREEN, Tipo: SEDAN, Estacao: 2, Funcionario: 1, Posicao na esteira: 25
[Loja Loja1] [2025-04-10T19:51:56.321381800] Veiculo ID: 27, Cor: BLUE, Tipo: SUV, Estacao: 3, Funcionario: 1, Posicao na esteira: 26
[Loja Loja1] [2025-04-10T19:51:56.824195800] Veiculo ID: 28, Cor: RED, Tipo: SEDAN, Estacao: 3, Funcionario: 3, Posicao na esteira: 27
[Loja Loja1] [2025-04-10T19:52:00.831425800] Veiculo ID: 29, Cor: GREEN, Tipo: SUV, Estacao: 0, Funcionario: 0, Posicao na esteira: 28
[Loja Loja1] [2025-04-10T19:52:03.336875500] Veiculo ID: 31, Cor: RED, Tipo: SUV, Estacao: 0, Funcionario: 2, Posicao na esteira: 29
[Loja Loja1] [2025-04-10T19:52:03.338882300] Veiculo ID: 30, Cor: BLUE, Tipo: SEDAN, Estacao: 1, Funcionario: 3, Posicao na esteira: 30
[Loja Loja1] [2025-04-10T19:52:03.843943200] Veiculo ID: 32, Cor: GREEN, Tipo: SEDAN, Estacao: 3, Funcionario: 3, Posicao na esteira: 31
[Loja Loja1] [2025-04-10T19:52:04.849469200] Veiculo ID: 33, Cor: BLUE, Tipo: SUV, Estacao: 3, Funcionario: 1, Posicao na esteira: 32
[Loja Loja1] [2025-04-10T19:52:05.352177900] Veiculo ID: 34, Cor: RED, Tipo: SEDAN, Estacao: 2, Funcionario: 3, Posicao na esteira: 33
[Loja Loja1] [2025-04-10T19:52:05.857575400] Veiculo ID: 35, Cor: GREEN, Tipo: SUV, Estacao: 2, Funcionario: 1, Posicao na esteira: 34
[Loja Loja1] [2025-04-10T19:52:06.360833400] Veiculo ID: 36, Cor: BLUE, Tipo: SEDAN, Estacao: 0, Funcionario: 0, Posicao na esteira: 35
[Loja Loja1] [2025-04-10T19:52:09.369818200] Veiculo ID: 37, Cor: RED, Tipo: SUV, Estacao: 3, Funcionario: 3, Posicao na esteira: 36
[Loja Loja1] [2025-04-10T19:52:10.873903600] Veiculo ID: 38, Cor: GREEN, Tipo: SEDAN, Estacao: 0, Funcionario: 2, Posicao na esteira: 37
[Loja Loja1] [2025-04-10T19:52:11.879336700] Veiculo ID: 39, Cor: BLUE, Tipo: SUV, Estacao: 2, Funcionario: 3, Posicao na esteira: 38
[Loja Loja1] [2025-04-10T19:52:14.386393100] Veiculo ID: 40, Cor: RED, Tipo: SEDAN, Estacao: 3, Funcionario: 0, Posicao na esteira: 39
[Loja Loja1] [2025-04-10T19:54:40.742747600] Veiculo ID: 7, Cor: RED, Tipo: SUV, Estacao: 2, Funcionario: 3, Posicao na esteira: 0
[Loja Loja1] [2025-04-10T19:54:46.173528100] Veiculo ID: 9, Cor: BLUE, Tipo: SUV, Estacao: 1, Funcionario: 2, Posicao na esteira: 1
[Loja Loja1] [2025-04-10T19:54:51.181811400] Veiculo ID: 12, Cor: BLUE, Tipo: SEDAN, Estacao: 0, Funcionario: 0, Posicao na esteira: 2
[Loja Loja1] [2025-04-10T19:54:53.185371200] Veiculo ID: 13, Cor: RED, Tipo: SUV, Estacao: 3, Funcionario: 2, Posicao na esteira: 3
[Loja Loja1] [2025-04-10T19:54:54.188540800] Veiculo ID: 14, Cor: GREEN, Tipo: SEDAN, Estacao: 1, Funcionario: 2, Posicao na esteira: 4
[Loja Loja1] [2025-04-10T19:54:54.693570500] Veiculo ID: 15, Cor: BLUE, Tipo: SUV, Estacao: 2, Funcionario: 3, Posicao na esteira: 5
[Loja Loja1] [2025-04-10T19:55:13.222227200] Veiculo ID: 19, Cor: RED, Tipo: SUV, Estacao: 1, Funcionario: 3, Posicao na esteira: 6
[Loja Loja1] [2025-04-10T19:55:47.263411] Veiculo ID: 25, Cor: RED, Tipo: SUV, Estacao: 3, Funcionario: 1, Posicao na esteira: 7
[Loja Loja1] [2025-04-10T19:56:45.573834400] Veiculo ID: 30, Cor: BLUE, Tipo: SEDAN, Estacao: 3, Funcionario: 4, Posicao na esteira: 8
[Loja Loja1] [2025-04-10T19:57:16.611472200] Veiculo ID: 33, Cor: BLUE, Tipo: SUV, Estacao: 3, Funcionario: 4, Posicao na esteira: 9
[Loja Loja1] [2025-04-10T19:57:43.138588100] Veiculo ID: 35, Cor: GREEN, Tipo: SUV, Estacao: 3, Funcionario: 4, Posicao na esteira: 10
[Loja Loja1] [2025-04-10T19:58:28.692369] Veiculo ID: 40, Cor: RED, Tipo: SEDAN, Estacao: 3, Funcionario: 4, Posicao na esteira: 11
[Loja Loja1] [2025-04-10T20:28:14.429219800] Veiculo ID: 3, Cor: BLUE, Tipo: SUV, Estacao: 0, Funcionario: 1, Posicao na esteira: 0
[Loja Loja1] [2025-04-10T20:28:14.471661600] Veiculo ID: 2, Cor: GREEN, Tipo: SEDAN, Estacao: 1, Funcionario: 2, Posicao na esteira: 1
[Loja Loja1] [2025-04-10T20:28:14.473663400] Veiculo ID: 1, Cor: RED, Tipo: SUV, Estacao: 2, Funcionario: 0, Posicao na esteira: 2
[Loja Loja1] [2025-04-10T20:28:14.475661600] Veiculo ID: 5, Cor: GREEN, Tipo: SUV, Estacao: 3, Funcionario: 3, Posicao na esteira: 3
[Loja Loja1] [2025-04-10T20:28:14.871452600] Veiculo ID: 4, Cor: RED, Tipo: SEDAN, Estacao: 0, Funcionario: 4, Posicao na esteira: 4
[Loja Loja1] [2025-04-10T20:28:14.875456500] Veiculo ID: 9, Cor: BLUE, Tipo: SUV, Estacao: 1, Funcionario: 2, Posicao na esteira: 5
[Loja Loja1] [2025-04-10T20:28:14.880451200] Veiculo ID: 6, Cor: BLUE, Tipo: SEDAN, Estacao: 2, Funcionario: 3, Posicao na esteira: 6
[Loja Loja1] [2025-04-10T20:28:14.883519600] Veiculo ID: 7, Cor: RED, Tipo: SUV, Estacao: 3, Funcionario: 1, Posicao na esteira: 7
[Loja Loja1] [2025-04-10T20:28:15.383505500] Veiculo ID: 8, Cor: GREEN, Tipo: SEDAN, Estacao: 0, Funcionario: 4, Posicao na esteira: 8
[Loja Loja1] [2025-04-10T20:28:17.389385700] Veiculo ID: 10, Cor: RED, Tipo: SEDAN, Estacao: 3, Funcionario: 3, Posicao na esteira: 9
[Loja Loja1] [2025-04-10T20:28:18.393691600] Veiculo ID: 11, Cor: GREEN, Tipo: SUV, Estacao: 0, Funcionario: 1, Posicao na esteira: 10
[Loja Loja1] [2025-04-10T20:28:19.898388900] Veiculo ID: 12, Cor: BLUE, Tipo: SEDAN, Estacao: 2, Funcionario: 3, Posicao na esteira: 11
[Loja Loja1] [2025-04-10T20:28:22.406782] Veiculo ID: 13, Cor: RED, Tipo: SUV, Estacao: 3, Funcionario: 1, Posicao na esteira: 12
[Loja Loja1] [2025-04-10T20:28:24.915226100] Veiculo ID: 14, Cor: GREEN, Tipo: SEDAN, Estacao: 1, Funcionario: 2, Posicao na esteira: 13
[Loja Loja1] [2025-04-10T20:28:27.421105100] Veiculo ID: 15, Cor: BLUE, Tipo: SUV, Estacao: 0, Funcionario: 4, Posicao na esteira: 14
[Loja Loja1] [2025-04-10T20:28:27.423533700] Veiculo ID: 16, Cor: RED, Tipo: SEDAN, Estacao: 3, Funcionario: 3, Posicao na esteira: 15
[Loja Loja1] [2025-04-10T20:28:44.946474300] Veiculo ID: 25, Cor: RED, Tipo: SUV, Estacao: 1, Funcionario: 1, Posicao na esteira: 16
[Loja Loja1] [2025-04-10T20:28:53.460616] Veiculo ID: 31, Cor: RED, Tipo: SUV, Estacao: 3, Funcionario: 1, Posicao na esteira: 17
[Loja Loja1] [2025-04-10T20:29:26.007518] Veiculo ID: 52, Cor: RED, Tipo: SEDAN, Estacao: 0, Funcionario: 1, Posicao na esteira: 18
[Loja Loja1] [2025-04-10T20:29:26.508247] Veiculo ID: 53, Cor: GREEN, Tipo: SUV, Estacao: 1, Funcionario: 2, Posicao na esteira: 19
[Loja Loja1] [2025-04-10T20:29:30.513241700] Veiculo ID: 55, Cor: RED, Tipo: SUV, Estacao: 2, Funcionario: 3, Posicao na esteira: 20
[Loja Loja1] [2025-04-10T20:29:40.392393600] Veiculo ID: 60, Cor: BLUE, Tipo: SEDAN, Estacao: 1, Funcionario: 3, Posicao na esteira: 21
[Loja Loja1] [2025-04-10T20:29:41.900486400] Veiculo ID: 61, Cor: RED, Tipo: SUV, Estacao: 1, Funcionario: 1, Posicao na esteira: 22
[Loja Loja1] [2025-04-10T20:29:44.406361800] Veiculo ID: 63, Cor: BLUE, Tipo: SUV, Estacao: 3, Funcionario: 3, Posicao na esteira: 23
[Loja Loja1] [2025-04-10T20:29:47.415842800] Veiculo ID: 65, Cor: GREEN, Tipo: SUV, Estacao: 1, Funcionario: 3, Posicao na esteira: 24
[Loja Loja1] [2025-04-10T20:29:50.420922500] Veiculo ID: 67, Cor: RED, Tipo: SUV, Estacao: 3, Funcionario: 3, Posicao na esteira: 25
[Loja Loja1] [2025-04-10T20:29:53.426661900] Veiculo ID: 68, Cor: GREEN, Tipo: SEDAN, Estacao: 1, Funcionario: 1, Posicao na esteira: 26
[Loja Loja1] [2025-04-10T20:29:54.929733800] Veiculo ID: 69, Cor: BLUE, Tipo: SUV, Estacao: 3, Funcionario: 1, Posicao na esteira: 27
[Loja Loja1] [2025-04-10T20:29:57.435029700] Veiculo ID: 70, Cor: RED, Tipo: SEDAN, Estacao: 2, Funcionario: 3, Posicao na esteira: 28
[Loja Loja1] [2025-04-10T20:30:00.440857800] Veiculo ID: 72, Cor: BLUE, Tipo: SEDAN, Estacao: 3, Funcionario: 1, Posicao na esteira: 29
[Loja Loja1] [2025-04-10T20:30:00.942749800] Veiculo ID: 73, Cor: RED, Tipo: SUV, Estacao: 1, Funcionario: 3, Posicao na esteira: 30
[Loja Loja1] [2025-04-10T20:30:02.949022300] Veiculo ID: 74, Cor: GREEN, Tipo: SEDAN, Estacao: 3, Funcionario: 3, Posicao na esteira: 31
[Loja Loja1] [2025-04-10T20:30:05.954812900] Veiculo ID: 76, Cor: RED, Tipo: SEDAN, Estacao: 0, Funcionario: 3, Posicao na esteira: 32
[Loja Loja1] [2025-04-10T20:30:10.962497400] Veiculo ID: 78, Cor: BLUE, Tipo: SEDAN, Estacao: 2, Funcionario: 3, Posicao na esteira: 33
[Loja Loja1] [2025-04-10T20:30:12.966754] Veiculo ID: 80, Cor: GREEN, Tipo: SEDAN, Estacao: 1, Funcionario: 1, Posicao na esteira: 34
[Loja Loja1] [2025-04-10T20:30:12.969757800] Veiculo ID: 81, Cor: BLUE, Tipo: SUV, Estacao: 3, Funcionario: 3, Posicao na esteira: 35
[Loja Loja1] [2025-04-10T20:30:15.475513300] Veiculo ID: 82, Cor: RED, Tipo: SEDAN, Estacao: 0, Funcionario: 3, Posicao na esteira: 36
[Loja Loja1] [2025-04-10T20:30:20.485917900] Veiculo ID: 83, Cor: GREEN, Tipo: SUV, Estacao: 2, Funcionario: 3, Posicao na esteira: 37
[Loja Loja1] [2025-04-10T20:30:21.987259700] Veiculo ID: 85, Cor: RED, Tipo: SUV, Estacao: 1, Funcionario: 1, Posicao na esteira: 38
[Loja Loja1] [2025-04-10T20:30:22.490952900] Veiculo ID: 86, Cor: GREEN, Tipo: SEDAN, Estacao: 1, Funcionario: 3, Posicao na esteira: 39
[Loja Loja1] [2025-04-10T21:12:40.408888] Veiculo ID: 3, Cor: BLUE, Tipo: SUV, Estacao: 0, Funcionario: 2, Posicao na esteira: 0
[Loja Loja1] [2025-04-10T21:12:40.455498900] Veiculo ID: 4, Cor: RED, Tipo: SEDAN, Estacao: 1, Funcionario: 1, Posicao na esteira: 1
[Loja Loja1] [2025-04-10T21:12:40.458528900] Veiculo ID: 2, Cor: GREEN, Tipo: SEDAN, Estacao: 2, Funcionario: 0, Posicao na esteira: 2
[Loja Loja1] [2025-04-10T21:12:40.459527] Veiculo ID: 1, Cor: RED, Tipo: SUV, Estacao: 3, Funcionario: 2, Posicao na esteira: 3
[Loja Loja1] [2025-04-10T21:12:40.858876700] Veiculo ID: 6, Cor: BLUE, Tipo: SEDAN, Estacao: 0, Funcionario: 0, Posicao na esteira: 4
[Loja Loja1] [2025-04-10T21:12:40.859969900] Veiculo ID: 7, Cor: RED, Tipo: SUV, Estacao: 1, Funcionario: 3, Posicao na esteira: 5
[Loja Loja1] [2025-04-10T21:12:40.861992200] Veiculo ID: 5, Cor: GREEN, Tipo: SUV, Estacao: 2, Funcionario: 2, Posicao na esteira: 6
[Loja Loja1] [2025-04-10T21:12:40.863986100] Veiculo ID: 9, Cor: BLUE, Tipo: SUV, Estacao: 3, Funcionario: 0, Posicao na esteira: 7
[Loja Loja1] [2025-04-10T21:12:41.367045400] Veiculo ID: 11, Cor: GREEN, Tipo: SUV, Estacao: 1, Funcionario: 1, Posicao na esteira: 8
[Loja Loja1] [2025-04-10T21:12:41.370045600] Veiculo ID: 8, Cor: GREEN, Tipo: SEDAN, Estacao: 2, Funcionario: 0, Posicao na esteira: 9
[Loja Loja1] [2025-04-10T21:12:41.372047300] Veiculo ID: 10, Cor: RED, Tipo: SEDAN, Estacao: 3, Funcionario: 2, Posicao na esteira: 10
[Loja Loja1] [2025-04-10T21:12:44.379669300] Veiculo ID: 12, Cor: BLUE, Tipo: SEDAN, Estacao: 2, Funcionario: 2, Posicao na esteira: 11
[Loja Loja1] [2025-04-10T21:12:44.883442300] Veiculo ID: 13, Cor: RED, Tipo: SUV, Estacao: 0, Funcionario: 2, Posicao na esteira: 12
[Loja Loja1] [2025-04-10T21:12:46.387031300] Veiculo ID: 15, Cor: BLUE, Tipo: SUV, Estacao: 2, Funcionario: 0, Posicao na esteira: 13
[Loja Loja1] [2025-04-10T21:12:48.394674200] Veiculo ID: 16, Cor: RED, Tipo: SEDAN, Estacao: 0, Funcionario: 0, Posicao na esteira: 14
[Loja Loja1] [2025-04-10T21:12:48.899871400] Veiculo ID: 17, Cor: GREEN, Tipo: SUV, Estacao: 3, Funcionario: 2, Posicao na esteira: 15
[Loja Loja1] [2025-04-10T21:12:52.406799200] Veiculo ID: 19, Cor: RED, Tipo: SUV, Estacao: 1, Funcionario: 1, Posicao na esteira: 16
[Loja Loja1] [2025-04-10T21:12:54.415407700] Veiculo ID: 20, Cor: GREEN, Tipo: SEDAN, Estacao: 0, Funcionario: 2, Posicao na esteira: 17
[Loja Loja1] [2025-04-10T21:12:54.418408700] Veiculo ID: 21, Cor: BLUE, Tipo: SUV, Estacao: 2, Funcionario: 2, Posicao na esteira: 18
[Loja Loja1] [2025-04-10T21:12:58.424951500] Veiculo ID: 23, Cor: GREEN, Tipo: SUV, Estacao: 2, Funcionario: 0, Posicao na esteira: 19
[Loja Loja1] [2025-04-10T21:13:00.430488300] Veiculo ID: 24, Cor: BLUE, Tipo: SEDAN, Estacao: 3, Funcionario: 2, Posicao na esteira: 20
[Loja Loja1] [2025-04-10T21:13:01.432869600] Veiculo ID: 25, Cor: RED, Tipo: SUV, Estacao: 0, Funcionario: 0, Posicao na esteira: 21
[Loja Loja1] [2025-04-10T21:13:02.436949400] Veiculo ID: 26, Cor: GREEN, Tipo: SEDAN, Estacao: 3, Funcionario: 4, Posicao na esteira: 22
[Loja Loja1] [2025-04-10T21:13:04.943286200] Veiculo ID: 27, Cor: BLUE, Tipo: SUV, Estacao: 1, Funcionario: 1, Posicao na esteira: 23
[Loja Loja1] [2025-04-10T21:13:06.947206] Veiculo ID: 28, Cor: RED, Tipo: SEDAN, Estacao: 0, Funcionario: 2, Posicao na esteira: 24
[Loja Loja1] [2025-04-10T21:13:07.952262800] Veiculo ID: 29, Cor: GREEN, Tipo: SUV, Estacao: 2, Funcionario: 2, Posicao na esteira: 25
[Loja Loja1] [2025-04-10T21:13:08.459909200] Veiculo ID: 31, Cor: RED, Tipo: SUV, Estacao: 0, Funcionario: 0, Posicao na esteira: 26
[Loja Loja1] [2025-04-10T21:13:08.467951200] Veiculo ID: 30, Cor: BLUE, Tipo: SEDAN, Estacao: 2, Funcionario: 0, Posicao na esteira: 27
[Loja Loja1] [2025-04-10T21:13:09.474125800] Veiculo ID: 32, Cor: GREEN, Tipo: SEDAN, Estacao: 3, Funcionario: 4, Posicao na esteira: 28
[Loja Loja1] [2025-04-10T21:13:10.478474400] Veiculo ID: 33, Cor: BLUE, Tipo: SUV, Estacao: 1, Funcionario: 3, Posicao na esteira: 29
[Loja Loja1] [2025-04-10T21:13:13.483970500] Veiculo ID: 34, Cor: RED, Tipo: SEDAN, Estacao: 0, Funcionario: 2, Posicao na esteira: 30
